From	Entry	Entry Name	Protein names	Gene Names	Reviewed
2981	Q16661	GUC2B_HUMAN	Guanylate cyclase activator 2B [Cleaved into: Guanylate cyclase C-activating peptide 2 (Guanylate cyclase C-activating peptide II) (GCAP-II); Uroguanylin (UGN)]	GUCA2B	reviewed
2980	Q02747	GUC2A_HUMAN	Guanylin (Guanylate cyclase activator 2A) (Guanylate cyclase-activating protein 1) (Guanylate cyclase-activating protein I) (GCAP-I) [Cleaved into: HMW-guanylin; Guanylin]	GUCA2A GUCA2	reviewed
22887	Q9UPW0	FOXJ3_HUMAN	Forkhead box protein J3	FOXJ3 KIAA1041	reviewed
284716	Q8IXN7	RIMKA_HUMAN	N-acetylaspartylglutamate synthase A (NAAG synthetase A) (NAAGS) (EC 6.3.2.41) (N-acetylaspartylglutamylglutamate synthase A) (EC 6.3.2.42) (Ribosomal protein S6 modification-like protein A)	RIMKLA FAM80A	reviewed
84217	Q9H0C1	ZMY12_HUMAN	Zinc finger MYND domain-containing protein 12	ZMYND12	reviewed
84217	B4DX70	B4DX70_HUMAN	cDNA FLJ58334, highly similar to Zinc finger MYND domain-containing protein 12		unreviewed
79717	Q9HAB8	PPCS_HUMAN	Phosphopantothenate--cysteine ligase (EC 6.3.2.51) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)	PPCS COAB	reviewed
728621	Q5VVM6	CCD30_HUMAN	Coiled-coil domain-containing protein 30 (Prefoldin subunit 6-like protein)	CCDC30 PFDN6L	reviewed
728621	A0A590UJ28	A0A590UJ28_HUMAN	Coiled-coil domain containing 30	CCDC30	unreviewed
728621	A0A590UJA8	A0A590UJA8_HUMAN	Coiled-coil domain containing 30	CCDC30	unreviewed
728621	A0A590UK19	A0A590UK19_HUMAN	Coiled-coil domain containing 30	CCDC30	unreviewed
4904	P67809	YBOX1_HUMAN	Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)	YBX1 NSEP1 YB1	reviewed
64175	Q32P28	P3H1_HUMAN	Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1)	P3H1 GROS1 LEPRE1 PSEC0109	reviewed
79078	Q9BV19	CA050_HUMAN	Uncharacterized protein C1orf50	C1orf50	reviewed
100129924	A0A1B0GVZ9	TM269_HUMAN	Transmembrane protein 269	TMEM269	reviewed
114625	Q96PL5	ERMAP_HUMAN	Erythroid membrane-associated protein (hERMAP) (Radin blood group antigen) (Scianna blood group antigen)	ERMAP RD SC	reviewed
114625	A0A1C9HIH9	A0A1C9HIH9_HUMAN	Erythroblast membrane-associated protein (Erythroid membrane-associated protein)	ERMAP	unreviewed
51058	Q5VV52	ZN691_HUMAN	Zinc finger protein 691	ZNF691	reviewed
51058	Q5VV50	Q5VV50_HUMAN	Zinc finger protein 691	ZNF691	unreviewed
6513	P11166	GTR1_HUMAN	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)	SLC2A1 GLUT1	reviewed
6513	Q59GX2	Q59GX2_HUMAN	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain)		unreviewed
440585	A6NL82	CF144_HUMAN	Cilia- and flagella-associated protein 144 (Protein FAM183A)	CFAP144 FAM183A	reviewed
10969	Q99848	EBP2_HUMAN	Probable rRNA-processing protein EBP2 (EBNA1-binding protein 2) (Nucleolar protein p40)	EBNA1BP2 EBP2	reviewed
10969	H7C2Q8	H7C2Q8_HUMAN	EBNA1 binding protein 2	EBNA1BP2 hCG_2031782	unreviewed
10969	Q6IB29	Q6IB29_HUMAN	EBNA1 binding protein 2 (EBNA1 binding protein 2, isoform CRA_a) (EBNA1BP2 protein)	EBNA1BP2 hCG_2031782	unreviewed
149465	Q96MR6	CFA57_HUMAN	Cilia- and flagella-associated protein 57 (WD repeat-containing protein 65)	CFAP57 WDR65	reviewed
149465	A0A087WVY5	A0A087WVY5_HUMAN	Cilia and flagella associated protein 57	CFAP57	unreviewed
128218	Q96AQ2	TM125_HUMAN	Transmembrane protein 125	TMEM125	reviewed
7075	P35590	TIE1_HUMAN	Tyrosine-protein kinase receptor Tie-1 (EC 2.7.10.1)	TIE1 TIE	reviewed
7075	B4DTW8	B4DTW8_HUMAN	Tyrosine-protein kinase receptor Tie-1 (EC 2.7.10.1)		unreviewed
4352	P40238	TPOR_HUMAN	Thrombopoietin receptor (TPO-R) (Myeloproliferative leukemia protein) (Proto-oncogene c-Mpl) (CD antigen CD110)	MPL TPOR	reviewed
991	Q12834	CDC20_HUMAN	Cell division cycle protein 20 homolog (p55CDC)	CDC20	reviewed
64834	Q9BW60	ELOV1_HUMAN	Very long chain fatty acid elongase 1 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL1) (ELOVL fatty acid elongase 1) (ELOVL FA elongase 1) (Elongation of very long chain fatty acids protein 1) (Very long chain 3-ketoacyl-CoA synthase 1) (Very long chain 3-oxoacyl-CoA synthase 1)	ELOVL1 SSC1 CGI-88	reviewed
112950	Q96G25	MED8_HUMAN	Mediator of RNA polymerase II transcription subunit 8 (Activator-recruited cofactor 32 kDa component) (ARC32) (Mediator complex subunit 8)	MED8	reviewed
23334	Q5T011	SZT2_HUMAN	KICSTOR complex protein SZT2 (Seizure threshold 2 protein homolog)	SZT2 C1orf84 KIAA0467	reviewed
81888	Q5T013	HYI_HUMAN	Putative hydroxypyruvate isomerase (EC 5.3.1.22) (Endothelial cell apoptosis protein E-CE1)	HYI HT036 SB156	reviewed
81888	A0A0A0MTR5	A0A0A0MTR5_HUMAN	Putative hydroxypyruvate isomerase (EC 5.3.1.22)	HYI	unreviewed
81888	F6UJY1	F6UJY1_HUMAN	Putative hydroxypyruvate isomerase (EC 5.3.1.22)	HYI	unreviewed
5792	P10586	PTPRF_HUMAN	Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)	PTPRF LAR	reviewed
5792	G1UI20	G1UI20_HUMAN	Receptor-type tyrosine-protein phosphatase F	PTPRF	unreviewed
9682	O75164	KDM4A_HUMAN	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	KDM4A JHDM3A JMJD2 JMJD2A KIAA0677	reviewed
6487	Q11203	SIAT6_HUMAN	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.3.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Alpha 2,3-ST 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3GalIII) (ST3N) (Sialyltransferase 6)	ST3GAL3 SIAT6	reviewed
6487	A0A2R8Y6H4	A0A2R8Y6H4_HUMAN	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.3.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3N) (Sialyltransferase 6)	ST3GAL3	unreviewed
6487	A0A2R8Y6L4	A0A2R8Y6L4_HUMAN	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	ST3GAL3	unreviewed
6487	A0A2R8Y732	A0A2R8Y732_HUMAN	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.3.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3N) (Sialyltransferase 6)	ST3GAL3	unreviewed
6487	A0A2R8YDJ6	A0A2R8YDJ6_HUMAN	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.3.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3N) (Sialyltransferase 6)	ST3GAL3	unreviewed
9048	Q5T4W7	ARTN_HUMAN	Artemin (Enovin) (Neublastin)	ARTN EVN	reviewed
9670	O94829	IPO13_HUMAN	Importin-13 (Imp13) (Karyopherin-13) (Kap13) (Ran-binding protein 13) (RanBP13)	IPO13 KIAA0724 RANBP13	reviewed
533	Q99437	VATO_HUMAN	V-type proton ATPase 21 kDa proteolipid subunit c'' (V-ATPase 21 kDa proteolipid subunit c'') (Vacuolar proton pump 21 kDa proteolipid subunit c'') (hATPL)	ATP6V0B ATP6F	reviewed
533	E9PNL3	E9PNL3_HUMAN	V-type proton ATPase 21 kDa proteolipid subunit c'' (Vacuolar proton pump 21 kDa proteolipid subunit c'')	ATP6V0B	unreviewed
8704	O60909	B4GT2_HUMAN	Beta-1,4-galactosyltransferase 2 (Beta-1,4-GalTase 2) (Beta4Gal-T2) (b4Gal-T2) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 2) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 2)	B4GALT2	reviewed
149473	Q8N4L8	CCD24_HUMAN	Coiled-coil domain-containing protein 24	CCDC24	reviewed
6536	P48067	SC6A9_HUMAN	Sodium- and chloride-dependent glycine transporter 1 (GlyT-1) (GlyT1) (Solute carrier family 6 member 9)	SLC6A9	reviewed
6536	B7Z3A9	B7Z3A9_HUMAN	Sodium- and chloride-dependent glycine transporter 1 (Solute carrier family 6 member 9)	SLC6A9	unreviewed
6536	B7Z3W8	B7Z3W8_HUMAN	Sodium- and chloride-dependent glycine transporter 1 (Solute carrier family 6 member 9)		unreviewed
6536	B7Z589	B7Z589_HUMAN	Sodium- and chloride-dependent glycine transporter 1 (Solute carrier family 6 member 9)	SLC6A9	unreviewed
128209	Q5JT82	KLF17_HUMAN	Krueppel-like factor 17 (Zinc finger protein 393)	KLF17 ZNF393	reviewed
105378952	A0A0U1RQI7	KLF18_HUMAN	Kruppel-like factor 18	KLF18	reviewed
55929	Q9NPF5	DMAP1_HUMAN	DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1)	DMAP1 KIAA1425	reviewed
79033	O43414	ERI3_HUMAN	ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein)	ERI3 PINT1 PRNPIP PRNPIP1	reviewed
79033	B4DEX5	B4DEX5_HUMAN	Prion protein interacting protein, isoform CRA_d (cDNA FLJ60449, highly similar to Homo sapiens prion protein interacting protein (PRNPIP), mRNA)	PRNPIP hCG_25206	unreviewed
79033	B4DN03	B4DN03_HUMAN	ERI1 exoribonuclease 3 (Prion interactor 1) (Prion protein-interacting protein)	PRNPIP hCG_25206	unreviewed
55182	Q5VTB9	RN220_HUMAN	E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220)	RNF220 C1orf164	reviewed
79639	Q6P2H8	TMM53_HUMAN	Transmembrane protein 53 (Nuclear envelope transmembrane protein 4)	TMEM53 NET4	reviewed
79639	Q5TDE2	Q5TDE2_HUMAN	Transmembrane protein 53	TMEM53	unreviewed
339541	Q6PIY5	ARMD1_HUMAN	Armadillo-like helical domain containing protein 1 (p40)	ARMH1 C1orf228 NCRNA00082	reviewed
11004	Q99661	KIF2C_HUMAN	Kinesin-like protein KIF2C (Kinesin-like protein 6) (Mitotic centromere-associated kinesin) (MCAK)	KIF2C KNSL6	reviewed
11004	A0A140VKF1	A0A140VKF1_HUMAN	Kinesin-like protein		unreviewed
11004	B7Z6Q6	B7Z6Q6_HUMAN	Kinesin-like protein		unreviewed
11004	B7Z7M6	B7Z7M6_HUMAN	Kinesin-like protein		unreviewed
6202	P62241	RS8_HUMAN	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)	RPS8 OK/SW-cl.83	reviewed
6202	Q5JR94	Q5JR94_HUMAN	40S ribosomal protein S8	RPS8 hCG_2031852	unreviewed
266675	Q8NFU0	BEST4_HUMAN	Bestrophin-4 (Vitelliform macular dystrophy 2-like protein 2)	BEST4 VMD2L2	reviewed
1263	Q9H4B4	PLK3_HUMAN	Serine/threonine-protein kinase PLK3 (EC 2.7.11.21) (Cytokine-inducible serine/threonine-protein kinase) (FGF-inducible kinase) (Polo-like kinase 3) (PLK-3) (Proliferation-related kinase)	PLK3 CNK FNK PRK	reviewed
343521	Q5JR98	DYLT4_HUMAN	Dynein light chain Tctex-type 4 (Protein N22.1) (Tctex-2-beta) (Tctex1 domain-containing protein 4)	DYNLT4 TCTEX1D4	reviewed
149478	C9JJ37	BTBDJ_HUMAN	BTB/POZ domain-containing protein 19	BTBD19	reviewed
149478	A0A0A0MSF5	A0A0A0MSF5_HUMAN	BTB domain containing 19	BTBD19	unreviewed
8643	Q9Y6C5	PTC2_HUMAN	Protein patched homolog 2 (PTC2)	PTCH2 UNQ560/PRO1121/PRO57079	reviewed
8891	Q9NR50	EI2BG_HUMAN	Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)	EIF2B3	reviewed
8891	Q9HA31	Q9HA31_HUMAN	(human) hypothetical protein (Eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa, isoform CRA_e) (eIF2B3 protein)	EIF2B3 hCG_18606	unreviewed
79654	Q5T447	HECD3_HUMAN	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	HECTD3	reviewed
79654	A1A4G1	A1A4G1_HUMAN	HECT domain containing 3 (cDNA FLJ31983 fis, clone NT2RP7008557, highly similar to Probable E3 ubiquitin-protein ligase HECTD3)	HECTD3 hCG_1815097	unreviewed
79654	B3KU34	B3KU34_HUMAN	cDNA FLJ39143 fis, clone OCBBF1000054, highly similar to Probable E3 ubiquitin-protein ligase HECTD3		unreviewed
7389	P06132	DCUP_HUMAN	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	UROD	reviewed
7389	A0A494C0Q8	A0A494C0Q8_HUMAN	Uroporphyrinogen decarboxylase (EC 4.1.1.37)	UROD	unreviewed
57643	Q9P217	ZSWM5_HUMAN	Zinc finger SWIM domain-containing protein 5	ZSWIM5 KIAA1511	reviewed
84842	Q96IR7	HPDL_HUMAN	4-hydroxyphenylpyruvate dioxygenase-like protein (HPD-like protein) (HPDL) (EC 1.13.11.46) (Glyoxalase domain-containing protein 1)	HPDL GLOXD1	reviewed
4595	Q9UIF7	MUTYH_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31) (MutY homolog) (hMYH)	MUTYH MYH	reviewed
4595	A0AAQ5BGW7	A0AAQ5BGW7_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31)	MUTYH	unreviewed
4595	E5KP25	E5KP25_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31)	MUTYH	unreviewed
4595	E5KP26	E5KP26_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31)	MUTYH hCG_1780049	unreviewed
4595	E5KP27	E5KP27_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31)	MUTYH hCG_1780049	unreviewed
4595	E5KP28	E5KP28_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31)	MUTYH hCG_1780049	unreviewed
4595	E9PM53	E9PM53_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31)	MUTYH	unreviewed
4595	E9PP34	E9PP34_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31)	MUTYH	unreviewed
114034	Q96GM8	TOE1_HUMAN	Target of EGR1 protein 1	TOE1	reviewed
114034	B4DP23	B4DP23_HUMAN	Target of EGR1 protein 1		unreviewed
10420	Q96S53	TESK2_HUMAN	Dual specificity testis-specific protein kinase 2 (EC 2.7.12.1) (Testicular protein kinase 2)	TESK2	reviewed
10420	B4DFN2	B4DFN2_HUMAN	dual-specificity kinase (EC 2.7.12.1)		unreviewed
25974	Q9Y4U1	MMAC_HUMAN	Cyanocobalamin reductase / alkylcobalamin dealkylase (Alkylcobalamin:glutathione S-alkyltransferase) (EC 2.5.1.151) (CblC) (Cyanocobalamin reductase (cyanide-eliminating)) (EC 1.16.1.6) (Methylmalonic aciduria and homocystinuria type C protein) (MMACHC)	MMACHC	reviewed
25974	A0A0C4DGU2	A0A0C4DGU2_HUMAN	Cyanocobalamin reductase / alkylcobalamin dealkylase (EC 1.16.1.6) (EC 2.5.1.151) (Alkylcobalamin:glutathione S-alkyltransferase) (CblC) (Cyanocobalamin reductase (cyanide-eliminating)) (Methylmalonic aciduria and homocystinuria type C protein)	MMACHC	unreviewed
5052	Q06830	PRDX1_HUMAN	Peroxiredoxin-1 (EC 1.11.1.24) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1)	PRDX1 PAGA PAGB TDPX2	reviewed
5052	A0A384NPQ2	A0A384NPQ2_HUMAN	Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1)		unreviewed
10327	P14550	AK1A1_HUMAN	Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20) (S-nitroso-CoA reductase) (ScorR) (EC 1.6.-.-)	AKR1A1 ALDR1 ALR	reviewed
10327	V9HWI0	V9HWI0_HUMAN	Aldo-keto reductase family 1 member A1 (EC 1.1.1.19) (EC 1.1.1.2) (EC 1.1.1.20) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (Glucuronolactone reductase) (S-nitroso-CoA reductase)	HEL-S-165mP HEL-S-6	unreviewed
4678	P49321	NASP_HUMAN	Nuclear autoantigenic sperm protein (NASP)	NASP	reviewed
4678	Q5T626	Q5T626_HUMAN	Nuclear autoantigenic sperm protein	NASP hCG_40880	unreviewed
149483	Q96LX7	CCD17_HUMAN	Coiled-coil domain-containing protein 17	CCDC17	reviewed
149483	F2Z395	F2Z395_HUMAN	Coiled-coil domain containing 17	CCDC17	unreviewed
60313	Q9HC44	GPBL1_HUMAN	Vasculin-like protein 1 (GC-rich promoter-binding protein 1-like 1)	GPBP1L1 SP192	reviewed
51249	Q5SWH9	TMM69_HUMAN	Transmembrane protein 69	TMEM69 C1orf154 HSPC229	reviewed
3652	Q9Y573	IPP_HUMAN	Actin-binding protein IPP (Intracisternal A particle-promoted polypeptide) (IPP) (Kelch-like protein 27)	IPP KLHL27	reviewed
23139	Q6P0Q8	MAST2_HUMAN	Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1)	MAST2 KIAA0807 MAST205	reviewed
23139	A0A669KBJ4	A0A669KBJ4_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	MAST2	unreviewed
8503	Q92569	P55G_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit gamma (PI3-kinase regulatory subunit gamma) (PI3K regulatory subunit gamma) (PtdIns-3-kinase regulatory subunit gamma) (Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma) (PI3-kinase subunit p55-gamma) (PtdIns-3-kinase regulatory subunit p55-gamma) (p55PIK)	PIK3R3	reviewed
8503	B4DXM8	B4DXM8_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit gamma (Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma) (p55PIK)		unreviewed
8503	Q8N381	Q8N381_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit gamma (Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma) (p55PIK)	PIK3R3	unreviewed
110117498	A0A087WWA1	P3URF_HUMAN	PIK3R3 upstream open reading frame protein	P3R3URF	reviewed
10103	O60635	TSN1_HUMAN	Tetraspanin-1 (Tspan-1) (Tetraspan NET-1) (Tetraspanin TM4-C)	TSPAN1	reviewed
55624	Q8WZA1	PMGT1_HUMAN	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 (POMGnT1) (EC 2.4.1.-) (UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2) (GnT I.2)	POMGNT1 MGAT1.2 UNQ746/PRO1475	reviewed
55624	A0A8I5KNB7	A0A8I5KNB7_HUMAN	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	POMGNT1	unreviewed
55624	B7Z7F2	B7Z7F2_HUMAN	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (GNT-I) (GlcNAc-T I) (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I)		unreviewed
55624	B7Z7Q4	B7Z7Q4_HUMAN	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase (POMGnT1) (EC 2.4.1.-)		unreviewed
8438	Q92698	RAD54_HUMAN	DNA repair and recombination protein RAD54-like (EC 3.6.4.12) (RAD54 homolog) (hHR54) (hRAD54)	RAD54L RAD54A	reviewed
8438	A8K996	A8K996_HUMAN	DNA repair and recombination protein RAD54-like (RAD54 homolog)		unreviewed
10489	Q15345	LRC41_HUMAN	Leucine-rich repeat-containing protein 41 (Protein Muf1)	LRRC41 MUF1 PP7759	reviewed
7388	P07919	QCR6_HUMAN	Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)	UQCRH	reviewed
7388	Q567R0	Q567R0_HUMAN	UQCRH protein (Ubiquinol-cytochrome c reductase hinge protein, isoform CRA_c)	UQCRH hCG_22091	unreviewed
387338	Q96CB9	NSUN4_HUMAN	5-cytosine rRNA methyltransferase NSUN4 (EC 2.1.1.-) (5-cytosine tRNA methyltransferase NSUN4) (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 4) (mRNA cytosine C(5)-methyltransferase NSUN4) (EC 2.1.1.-)	NSUN4	reviewed
387338	A8K8I8	A8K8I8_HUMAN	5-cytosine rRNA methyltransferase NSUN4 (5-cytosine tRNA methyltransferase NSUN4) (NOL1/NOP2/Sun domain family member 4)		unreviewed
2166	O00519	FAAH1_HUMAN	Fatty-acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidohydrolase 1) (Fatty acid ester hydrolase) (EC 3.1.1.-) (Oleamide hydrolase 1)	FAAH FAAH1	reviewed
127343	Q8NFW5	DMBX1_HUMAN	Diencephalon/mesencephalon homeobox protein 1 (Orthodenticle homolog 3) (Paired-like homeobox protein DMBX1)	DMBX1 MBX OTX3 PAXB	reviewed
105378696	A0A0U1RQS6	TM275_HUMAN	Transmembrane protein 275	TMEM275	reviewed
148930	A6PVL3	KNCN_HUMAN	Kinocilin	KNCN	reviewed
8569	Q9BUB5	MKNK1_HUMAN	MAP kinase-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 1) (MAPK signal-integrating kinase 1) (Mnk1)	MKNK1 MNK1	reviewed
8569	A0A499FJN1	A0A499FJN1_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	MKNK1	unreviewed
8569	A0A499FJS1	A0A499FJS1_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	MKNK1	unreviewed
8569	A8K341	A8K341_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)		unreviewed
148932	Q70IA8	MOB3C_HUMAN	MOB kinase activator 3C (Mob1 homolog 2C) (Mps one binder kinase activator-like 2C)	MOB3C MOBKL2C	reviewed
148932	X6R3L3	X6R3L3_HUMAN	MOB kinase activator 3C	MOB3C	unreviewed
64756	Q5TC12	ATPF1_HUMAN	ATP synthase mitochondrial F1 complex assembly factor 1 (ATP11 homolog)	ATPAF1 ATP11	reviewed
64756	A8MRA7	A8MRA7_HUMAN	ATP synthase mitochondrial F1 complex assembly factor 1	ATPAF1	unreviewed
64756	I3L448	I3L448_HUMAN	ATP synthase mitochondrial F1 complex assembly factor 1	ATPAF1	unreviewed
374973	Q6PEX7	TEX38_HUMAN	Testis-expressed protein 38 (ATPAF1 antisense RNA 1) (ATPAF1 antisense gene protein 1)	TEX38 ATPAF1-AS1 C1orf223	reviewed
374973	B7ZLT1	B7ZLT1_HUMAN	C1orf223 protein (Testis expressed 38)	TEX38 C1orf223	unreviewed
374973	B7ZLT2	B7ZLT2_HUMAN	C1orf223 protein (Testis expressed 38)	TEX38 C1orf223	unreviewed
374973	C9W8M6	C9W8M6_HUMAN	Testis highly expressed protein 4	THEG4	unreviewed
9813	O75071	EFC14_HUMAN	EF-hand calcium-binding domain-containing protein 14	EFCAB14 KIAA0494	reviewed
1580	P13584	CP4B1_HUMAN	Cytochrome P450 4B1 (EC 1.14.14.1) (CYPIVB1) (Cytochrome P450-HP)	CYP4B1	reviewed
1580	B4DV41	B4DV41_HUMAN	cDNA FLJ50879, highly similar to Cytochrome P450 4B1		unreviewed
1580	Q8IZB0	Q8IZB0_HUMAN	Cytochrome P450 family 4 subfamily B member 1 (Pulmonary cytochrome P450 4B1 variant)	CYP4B1	unreviewed
1579	Q02928	CP4AB_HUMAN	Cytochrome P450 4A11 (EC 1.14.14.1) (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (CYP4AII) (CYPIVA11) (Cytochrome P-450HK-omega) (Cytochrome P450HL-omega) (Fatty acid omega-hydroxylase) (Lauric acid omega-hydroxylase) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80)	CYP4A11 CYP4A2	reviewed
1579	V9GZ77	V9GZ77_HUMAN	Cytochrome P450 family 4 subfamily A member 11	CYP4A11	unreviewed
260293	Q8N118	CP4X1_HUMAN	Cytochrome P450 4X1 (EC 1.14.14.-) (CYPIVX1)	CYP4X1 UNQ1929/PRO4404	reviewed
199974	Q86W10	CP4Z1_HUMAN	Cytochrome P450 4Z1 (EC 1.14.14.1) (CYPIVZ1) (Laurate 7-monooxygenase) (EC 1.14.14.130)	CYP4Z1 UNQ3060/PRO9882	reviewed
284541	Q5TCH4	CP4AM_HUMAN	Cytochrome P450 4A22 (CYPIVA22) (Fatty acid omega-hydroxylase) (Lauric acid omega-hydroxylase) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80)	CYP4A22	reviewed
284541	A0A087WZX9	A0A087WZX9_HUMAN	Cytochrome P450 family 4 subfamily A member 22	CYP4A22	unreviewed
284541	A5PKT5	A5PKT5_HUMAN	CYP4A22 protein	CYP4A22	unreviewed
284541	A5PL05	A5PL05_HUMAN	CYP4A22 protein	CYP4A22	unreviewed
