From	Entry	Reviewed	Protein names	Gene Names	Length	Entry Name
RPS6KB2	Q9UBS0	reviewed	Ribosomal protein S6 kinase beta-2 (S6K-beta-2) (S6K2) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 2) (P70S6K2) (p70-S6K 2) (S6 kinase-related kinase) (SRK) (Serine/threonine-protein kinase 14B) (p70 ribosomal S6 kinase beta) (S6K-beta) (p70 S6 kinase beta) (p70 S6K-beta) (p70 S6KB) (p70-beta)	RPS6KB2 STK14B	482	KS6B2_HUMAN
PTPRCAP	Q14761	reviewed	Protein tyrosine phosphatase receptor type C-associated protein (PTPRC-associated protein) (CD45-associated protein) (CD45-AP) (Lymphocyte phosphatase-associated phosphoprotein)	PTPRCAP LPAP	206	PTCA_HUMAN
CORO1B	Q9BR76	reviewed	Coronin-1B (Coronin-2)	CORO1B	489	COR1B_HUMAN
GPR152	Q8TDT2	reviewed	Probable G-protein coupled receptor 152 (G-protein coupled receptor PGR5)	GPR152 PGR5	470	GP152_HUMAN
CABP4	P57796	reviewed	Calcium-binding protein 4 (CaBP4)	CABP4	275	CABP4_HUMAN
TMEM134	Q9H6X4	reviewed	Transmembrane protein 134	TMEM134	195	TM134_HUMAN
AIP	O00170	reviewed	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP XAP2	330	AIP_HUMAN
AIP	Q9NWT8	reviewed	Small ribosomal subunit protein mS38 (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Aurora kinase A-interacting protein) (AURKA-interacting protein)	AURKAIP1 AIP AKIP MRPS38	199	AKIP_HUMAN
PITPNM1	O00562	reviewed	Membrane-associated phosphatidylinositol transfer protein 1 (Drosophila retinal degeneration B homolog) (Phosphatidylinositol transfer protein, membrane-associated 1) (PITPnm 1) (Pyk2 N-terminal domain-interacting receptor 2) (NIR-2)	PITPNM1 DRES9 NIR2 PITPNM	1244	PITM1_HUMAN
CDK2AP2	O75956	reviewed	Cyclin-dependent kinase 2-associated protein 2 (CDK2-associated protein 2) (DOC-1-related protein) (DOC-1R)	CDK2AP2 DOC1R	126	CDKA2_HUMAN
CABP2	Q9NPB3	reviewed	Calcium-binding protein 2 (CaBP2)	CABP2	220	CABP2_HUMAN
GSTP1	P09211	reviewed	Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi) (GSTP1-1)	GSTP1 FAEES3 GST3	210	GSTP1_HUMAN
NDUFV1	P49821	reviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (NDUFV1) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	NDUFV1 UQOR1	464	NDUV1_HUMAN
NUDT8	Q8WV74	reviewed	Mitochondrial coenzyme A diphosphatase NUDT8 (EC 3.6.1.-) (EC 3.6.1.77) (Nucleoside diphosphate-linked moiety X motif 8) (Nudix motif 8)	NUDT8	236	NUDT8_HUMAN
TBX10	O75333	reviewed	T-box transcription factor TBX10 (T-box protein 10)	TBX10 TBX7	385	TBX10_HUMAN
ACY3	Q96HD9	reviewed	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) (EC 3.5.1.114) (Acylase III) (Aminoacylase-3) (ACY-3) (Aspartoacylase-2) (Hepatitis C virus core-binding protein 1) (HCBP1) (HCV core-binding protein 1)	ACY3 ASPA2	319	ACY3_HUMAN
ALDH3B2	P48448	reviewed	Aldehyde dehydrogenase family 3 member B2 (ALDH3B2) (EC 1.2.1.3) (Aldehyde dehydrogenase 8) (Long-chain fatty aldehyde dehydrogenase) (EC 1.2.1.48)	ALDH3B2 ALDH8	385	AL3B2_HUMAN
FAM86C2P	A6NEL3	reviewed	Putative protein FAM86C2P (EC 2.1.1.-)	FAM86C2P	165	F86C2_HUMAN
UNC93B1	Q9H1C4	reviewed	Protein unc-93 homolog B1 (Unc-93B1) (hUNC93B1)	UNC93B1 UNC93 UNC93B	597	UN93B_HUMAN
ALDH3B1	P43353	reviewed	Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.28) (EC 1.2.1.5) (EC 1.2.1.7) (Aldehyde dehydrogenase 7) (Long-chain fatty aldehyde dehydrogenase) (EC 1.2.1.48) (Medium-chain fatty aldehyde dehydrogenase)	ALDH3B1 ALDH7	468	AL3B1_HUMAN
NDUFS8	O00217	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	210	NDUS8_HUMAN
TCIRG1	Q13488	reviewed	V-type proton ATPase 116 kDa subunit a 3 (V-ATPase 116 kDa subunit a 3) (Osteoclastic proton pump 116 kDa subunit) (OC-116 kDa) (OC116) (T-cell immune regulator 1) (T-cell immune response cDNA7 protein) (TIRC7) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 3)	TCIRG1 ATP6N1C ATP6V0A3	830	VPP3_HUMAN
CHKA	P35790	reviewed	Choline kinase alpha (CK) (EC 2.7.1.32) (CHETK-alpha) (Ethanolamine kinase) (EK) (EC 2.7.1.82)	CHKA CHK CKI	457	CHKA_HUMAN
KMT5B	Q4FZB7	reviewed	Histone-lysine N-methyltransferase KMT5B (Lysine N-methyltransferase 5B) (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	KMT5B SUV420H1 CGI-85	885	KMT5B_HUMAN
C11orf24	Q96F05	reviewed	Uncharacterized protein C11orf24 (Protein DM4E3)	C11orf24 FP2568 UNQ1872/PRO4315	449	CK024_HUMAN
LRP5	O75197	reviewed	Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7)	LRP5 LR3 LRP7	1615	LRP5_HUMAN
PPP6R3	Q5H9R7	reviewed	Serine/threonine-protein phosphatase 6 regulatory subunit 3 (SAPS domain family member 3) (Sporulation-induced transcript 4-associated protein SAPL)	PPP6R3 C11orf23 KIAA1558 PP6R3 SAPL SAPS3	873	PP6R3_HUMAN
TESMIN	Q9Y4I5	reviewed	Tesmin (Metallothionein-like 5, testis-specific) (Testis-specific metallothionein-like protein)	TESMIN MTL5	508	MTL5_HUMAN
CPT1A	P50416	reviewed	Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A) (Succinyltransferase CPT1A) (EC 2.3.1.-)	CPT1A CPT1	773	CPT1A_HUMAN
MRPL21	Q7Z2W9	reviewed	Large ribosomal subunit protein bL21m (39S ribosomal protein L21, mitochondrial) (L21mt) (MRP-L21)	MRPL21	205	RM21_HUMAN
IGHMBP2	P38935	reviewed	DNA-binding protein SMUBP-2 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase IGHMBP2) (Glial factor 1) (GF-1) (Immunoglobulin mu-binding protein 2)	IGHMBP2 SMBP2 SMUBP2	993	SMBP2_HUMAN
TPCN2	Q8NHX9	reviewed	Two pore channel protein 2 (Two pore calcium channel protein 2)	TPCN2 TPC2	752	TPC2_HUMAN
SMIM38	A0A286YFK9	reviewed	Small integral membrane protein 38	SMIM38	51	SIM38_HUMAN
MYEOV	Q96EZ4	reviewed	Myeloma-overexpressed gene protein (Oncogene in multiple myeloma)	MYEOV OCIM	313	MYEOV_HUMAN
CCND1	P24385	reviewed	G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene)	CCND1 BCL1 PRAD1	295	CCND1_HUMAN
LTO1	Q8WV07	reviewed	Protein LTO1 homolog (Oral cancer-overexpressed protein 1) (Tumor-amplified and overexpressed sequence 1)	LTO1 ORAOV1 TAOS1	137	LTO1_HUMAN
FGF19	O95750	reviewed	Fibroblast growth factor 19 (FGF-19)	FGF19 UNQ334/PRO533	216	FGF19_HUMAN
FGF4	P08620	reviewed	Fibroblast growth factor 4 (FGF-4) (Heparin secretory-transforming protein 1) (HST) (HST-1) (HSTF-1) (Heparin-binding growth factor 4) (HBGF-4) (Transforming protein KS3)	FGF4 HST HSTF1 KS3	206	FGF4_HUMAN
FGF3	P11487	reviewed	Fibroblast growth factor 3 (FGF-3) (Heparin-binding growth factor 3) (HBGF-3) (Proto-oncogene Int-2)	FGF3 INT2	239	FGF3_HUMAN
ANO1	Q5XXA6	reviewed	Anoctamin-1 (Discovered on gastrointestinal stromal tumors protein 1) (Oral cancer overexpressed protein 2) (Transmembrane protein 16A) (Tumor-amplified and overexpressed sequence 2)	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	986	ANO1_HUMAN
FADD	Q13158	reviewed	FAS-associated death domain protein (FAS-associating death domain-containing protein) (Growth-inhibiting gene 3 protein) (Mediator of receptor induced toxicity)	FADD MORT1 GIG3	208	FADD_HUMAN
PPFIA1	Q13136	reviewed	Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1)	PPFIA1 LIP1	1202	LIPA1_HUMAN
CTTN	Q14247	reviewed	Src substrate cortactin (Amplaxin) (Oncogene EMS1)	CTTN EMS1	550	SRC8_HUMAN
SHANK2	Q9UPX8	reviewed	SH3 and multiple ankyrin repeat domains protein 2 (Shank2) (Cortactin-binding protein 1) (CortBP1) (Proline-rich synapse-associated protein 1)	SHANK2 CORTBP1 KIAA1022 PROSAP1	1849	SHAN2_HUMAN
DHCR7	Q9UBM7	reviewed	7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Cholesterol-5,6-epoxide hydrolase subunit DHCR7) (EC 3.3.2.11) (Delta7-sterol reductase) (Sterol Delta(7)-reductase) (Sterol reductase SR-2)	DHCR7 D7SR	475	DHCR7_HUMAN
NADSYN1	Q6IA69	reviewed	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase)	NADSYN1	706	NADE_HUMAN
KRTAP5-7	Q6L8G8	reviewed	Keratin-associated protein 5-7 (Keratin-associated protein 5-3) (Keratin-associated protein 5.3) (Keratin-associated protein 5.7) (Ultrahigh sulfur keratin-associated protein 5.7)	KRTAP5-7 KAP5-7 KAP5.3 KRTAP5.3 KRTAP5.7	165	KRA57_HUMAN
KRTAP5-8	O75690	reviewed	Keratin-associated protein 5-8 (Keratin, ultra high-sulfur matrix protein B) (Keratin-associated protein 5.8) (UHS keratin B) (UHS KerB) (Ultrahigh sulfur keratin-associated protein 5.8)	KRTAP5-8 KAP5.8 KRTAP5.8 UHSKB	187	KRA58_HUMAN
KRTAP5-8	Q701N4	reviewed	Keratin-associated protein 5-2 (Keratin-associated protein 5-8) (Keratin-associated protein 5.2) (Keratin-associated protein 5.8) (Ultrahigh sulfur keratin-associated protein 5.2)	KRTAP5-2 KAP5-8 KAP5.2 KRTAP5-8 KRTAP5.2 KRTAP5.8	177	KRA52_HUMAN
KRTAP5-9	P26371	reviewed	Keratin-associated protein 5-9 (Keratin, cuticle, ultrahigh sulfur 1) (Keratin, ultra high-sulfur matrix protein A) (Keratin-associated protein 5.9) (UHS keratin A) (UHS KerA) (Ultrahigh sulfur keratin-associated protein 5.9)	KRTAP5-9 KAP5.9 KRN1 KRTAP5.9 UHSK1	169	KRA59_HUMAN
KRTAP5-9	Q6L8H2	reviewed	Keratin-associated protein 5-3 (Keratin-associated protein 5-9) (Keratin-associated protein 5.3) (Keratin-associated protein 5.9) (UHS KerB-like) (Ultrahigh sulfur keratin-associated protein 5.3)	KRTAP5-3 KAP5-9 KAP5.3 KRTAP5-9 KRTAP5.3 KRTAP5.9	238	KRA53_HUMAN
KRTAP5-10	Q6L8G5	reviewed	Keratin-associated protein 5-10 (Keratin-associated protein 5.10) (Ultrahigh sulfur keratin-associated protein 5.10)	KRTAP5-10 KAP5.10 KRTAP5.10	202	KR510_HUMAN
KRTAP5-11	Q6L8G4	reviewed	Keratin-associated protein 5-11 (Keratin-associated protein 5.11) (Ultrahigh sulfur keratin-associated protein 5.11)	KRTAP5-11 KAP5.11 KRTAP5.11	156	KR511_HUMAN
KRTAP5-11	Q701N2	reviewed	Keratin-associated protein 5-5 (Keratin-associated protein 5-11) (Keratin-associated protein 5.11) (Keratin-associated protein 5.5) (Ultrahigh sulfur keratin-associated protein 5.5)	KRTAP5-5 KAP5-11 KAP5.5 KRTAP5-11 KRTAP5.11 KRTAP5.5	237	KRA55_HUMAN
FAM86C1P	Q9NVL1	reviewed	Putative protein FAM86C1P (EC 2.1.1.-) (Protein FAM86C)	FAM86C1P FAM86C FAM86C1	165	F86C1_HUMAN
ZNF705EP	A8MWA4	reviewed	Putative zinc finger protein 705EP (zinc finger protein 705E pseudogene)	ZNF705EP ZNF705E	300	Z705E_HUMAN
DEFB108B	Q8NET1	reviewed	Beta-defensin 108B (Beta-defensin 8) (BD-8) (DEFB-8) (hBD-8) (Defensin, beta 108) (Defensin, beta 108B)	DEFB108B DEFB108 DEFB8	73	D108B_HUMAN
XNDC1N	Q6ZNB5	reviewed	Protein XNDC1N (XRCC1 N-terminal domain-containing 1 N-terminal like)	XNDC1N	234	XNDC1_HUMAN
RNF121	Q9H920	reviewed	E3 ubiquitin ligase RNF121 (EC 2.3.2.27) (RING finger protein 121)	RNF121	327	RN121_HUMAN
IL18BP	O95998	reviewed	Interleukin-18-binding protein (IL-18BP) (Tadekinig-alfa)	IL18BP	194	I18BP_HUMAN
NUMA1	Q14980	reviewed	Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22) (NMP-22) (Nuclear mitotic apparatus protein) (NuMA protein) (SP-H antigen)	NUMA1 NMP22 NUMA	2115	NUMA1_HUMAN
LRRC51	Q96E66	reviewed	Leucine-rich repeat-containing protein 51 (Protein LRTOMT1)	LRRC51 LRTOMT	192	LRC51_HUMAN
LAMTOR1	Q6IAA8	reviewed	Ragulator complex protein LAMTOR1 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1) (Lipid raft adaptor protein p18) (Protein associated with DRMs and endosomes) (p27Kip1-releasing factor from RhoA) (p27RF-Rho)	LAMTOR1 C11orf59 PDRO PP7157	161	LTOR1_HUMAN
TOMT	Q8WZ04	reviewed	Transmembrane O-methyltransferase (EC 2.1.1.6) (Catechol O-methyltransferase 2) (Protein LRTOMT2)	TOMT COMT2 LRTOMT PP7517	291	TOMT_HUMAN
FOLR3	P41439	reviewed	Folate receptor gamma (FR-gamma) (Folate receptor 3)	FOLR3	245	FOLR3_HUMAN
FOLR1	P15328	reviewed	Folate receptor alpha (FR-alpha) (Adult folate-binding protein) (FBP) (Folate receptor 1) (Folate receptor, adult) (KB cells FBP) (Ovarian tumor-associated antigen MOv18)	FOLR1 FOLR	257	FOLR1_HUMAN
FOLR2	P14207	reviewed	Folate receptor beta (FR-beta) (Folate receptor 2) (Folate receptor, fetal/placental) (Placental folate-binding protein) (FBP)	FOLR2	255	FOLR2_HUMAN
INPPL1	O15357	reviewed	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)	INPPL1 SHIP2	1258	SHIP2_HUMAN
PHOX2A	O14813	reviewed	Paired mesoderm homeobox protein 2A (ARIX1 homeodomain protein) (Aristaless homeobox protein homolog) (Paired-like homeobox 2A)	PHOX2A ARIX PMX2A	284	PHX2A_HUMAN
CLPB	Q9H078	reviewed	Mitochondrial disaggregase (EC 3.6.1.-) (Suppressor of potassium transport defect 3) [Cleaved into: Mitochondrial disaggregase, cleaved form]	CLPB SKD3	707	CLPB_HUMAN
PDE2A	O00408	reviewed	cGMP-dependent 3',5'-cyclic phosphodiesterase (EC 3.1.4.17) (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)	PDE2A	941	PDE2A_HUMAN
ARAP1	Q96P48	reviewed	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)	ARAP1 CENTD2 KIAA0782	1450	ARAP1_HUMAN
STARD10	Q9Y365	reviewed	START domain-containing protein 10 (StARD10) (Antigen NY-CO-28) (PCTP-like protein) (PCTP-L) (Serologically defined colon cancer antigen 28) (StAR-related lipid transfer protein 10)	STARD10 SDCCAG28 CGI-52	291	STA10_HUMAN
ATG16L2	Q8NAA4	reviewed	Protein Atg16l2 (APG16-like 2) (Autophagy-related protein 16-2) (WD repeat-containing protein 80)	ATG16L2 WDR80	619	A16L2_HUMAN
FCHSD2	O94868	reviewed	F-BAR and double SH3 domains protein 2 (Carom) (Protein nervous wreck 1) (NWK1) (SH3 multiple domains protein 3)	FCHSD2 KIAA0769 SH3MD3	740	FCSD2_HUMAN
P2RY2	P41231	reviewed	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (P2U receptor 1) (Purinergic receptor)	P2RY2 P2RU1	377	P2RY2_HUMAN
P2RY6	Q15077	reviewed	P2Y purinoceptor 6 (P2Y6)	P2RY6 PP2891	328	P2RY6_HUMAN
ARHGEF17	Q96PE2	reviewed	Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4)	ARHGEF17 KIAA0337 TEM4	2063	ARHGH_HUMAN
RELT	Q969Z4	reviewed	Tumor necrosis factor receptor superfamily member 19L (Receptor expressed in lymphoid tissues)	RELT TNFRSF19L	430	TR19L_HUMAN
FAM168A	Q92567	reviewed	Protein FAM168A (Tongue cancer chemotherapy resistance-associated protein 1)	FAM168A KIAA0280 TCRP1	244	F168A_HUMAN
PLEKHB1	Q9UF11	reviewed	Pleckstrin homology domain-containing family B member 1 (PH domain-containing family B member 1) (Evectin-1) (PH domain-containing protein in retina 1) (PHRET1) (Pleckstrin homology domain retinal protein 1)	PLEKHB1 EVT1 KPL1 PHR1 PHRET1	243	PKHB1_HUMAN
RAB6A	P20340	reviewed	Ras-related protein Rab-6A (Rab-6) (EC 3.6.5.2)	RAB6A RAB6	208	RAB6A_HUMAN
MRPL48	Q96GC5	reviewed	Large ribosomal subunit protein mL48 (39S ribosomal protein L48, mitochondrial) (L48mt) (MRP-L48)	MRPL48 CGI-118 HSPC290	212	RM48_HUMAN
PAAF1	Q9BRP4	reviewed	Proteasomal ATPase-associated factor 1 (Protein G-16) (WD repeat-containing protein 71)	PAAF1 WDR71	392	PAAF1_HUMAN
DNAJB13	P59910	reviewed	DnaJ homolog subfamily B member 13 (Testis and spermatogenesis cell-related protein 6) (Testis spermatocyte apoptosis-related gene 6 protein) (Testis spermatogenesis apoptosis-related gene 3 protein) (Testis spermatogenesis apoptosis-related gene 6 protein)	DNAJB13 TSARG3 TSARG6	316	DJB13_HUMAN
UCP2	P55851	reviewed	Dicarboxylate carrier SLC25A8 (Mitochondrial uncoupling protein 2) (UCP 2) (Solute carrier family 25 member 8) (UCPH)	UCP2 SLC25A8	309	UCP2_HUMAN
UCP3	P55916	reviewed	Putative mitochondrial transporter UCP3 (Solute carrier family 25 member 9) (Uncoupling protein-3) (UCP 3)	UCP3 SLC25A9	312	UCP3_HUMAN
C2CD3	Q4AC94	reviewed	C2 domain-containing protein 3	C2CD3	2353	C2CD3_HUMAN
PPME1	Q9Y570	reviewed	Protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.89)	PPME1 PME1 PP2593 PRO0750	386	PPME1_HUMAN
P4HA3	Q7Z4N8	reviewed	Prolyl 4-hydroxylase subunit alpha-3 (4-PH alpha-3) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-3)	P4HA3 UNQ711/PRO1374	544	P4HA3_HUMAN
PGM2L1	Q6PCE3	reviewed	Glucose 1,6-bisphosphate synthase (EC 2.7.1.106) (PMMLP) (Phosphoglucomutase-2-like 1)	PGM2L1 BM32A	622	PGM2L_HUMAN
POLD3	Q15054	reviewed	DNA polymerase delta subunit 3 (DNA polymerase delta subunit C) (DNA polymerase delta subunit p66) (DNA polymerase delta subunit p68)	POLD3 KIAA0039	466	DPOD3_HUMAN
CHRDL2	Q6WN34	reviewed	Chordin-like protein 2 (Breast tumor novel factor 1) (BNF-1) (Chordin-related protein 2)	CHRDL2 BNF1 CHL2 UNQ765/PRO1557	429	CRDL2_HUMAN
RNF169	Q8NCN4	reviewed	E3 ubiquitin-protein ligase RNF169 (EC 2.3.2.27) (RING finger protein 169) (RING-type E3 ubiquitin transferase RNF169)	RNF169 KIAA1991	708	RN169_HUMAN
XRRA1	Q6P2D8	reviewed	X-ray radiation resistance-associated protein 1	XRRA1	792	XRRA1_HUMAN
SPCS2	Q15005	reviewed	Signal peptidase complex subunit 2 (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit)	SPCS2 KIAA0102 SPC25	226	SPCS2_HUMAN
NEU3	Q9UQ49	reviewed	Sialidase-3 (EC 3.2.1.18) (Ganglioside sialidasedis) (Membrane sialidase) (N-acetyl-alpha-neuraminidase 3)	NEU3	428	NEUR3_HUMAN
SLCO2B1	O94956	reviewed	Solute carrier organic anion transporter family member 2B1 (Organic anion transporter B) (OATP-B) (Organic anion transporter polypeptide-related protein 2) (OATP-RP2) (OATPRP2) (Organic anion transporting polypeptide 2B1) (OATP2B1) (Solute carrier family 21 member 9)	SLCO2B1 KIAA0880 OATP2B1 OATPB SLC21A9	709	SO2B1_HUMAN
ARRB1	P49407	reviewed	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	ARRB1 ARR1	418	ARRB1_HUMAN
KLHL35	Q6PF15	reviewed	Kelch-like protein 35	KLHL35	583	KLH35_HUMAN
GDPD5	Q8WTR4	reviewed	Glycerophosphodiester phosphodiesterase domain-containing protein 5 (Glycerophosphocholine phosphodiesterase GDPD5) (EC 3.1.4.2) (Glycerophosphodiester phosphodiesterase 2) (Phosphoinositide phospholipase C GDPD5) (EC 3.1.4.11)	GDPD5 GDE2 PP6037 PP9363 UNQ1850/PRO3580	605	GDPD5_HUMAN
SERPINH1	P50454	reviewed	Serpin H1 (47 kDa heat shock protein) (Arsenic-transactivated protein 3) (AsTP3) (Cell proliferation-inducing gene 14 protein) (Collagen-binding protein) (Colligin) (Rheumatoid arthritis-related antigen RA-A47)	SERPINH1 CBP1 CBP2 HSP47 SERPINH2 PIG14	418	SERPH_HUMAN
MAP6	Q96JE9	reviewed	Microtubule-associated protein 6 (MAP-6) (Stable tubule-only polypeptide) (STOP)	MAP6 KIAA1878	813	MAP6_HUMAN
MOGAT2	Q3SYC2	reviewed	2-acylglycerol O-acyltransferase 2 (EC 2.3.1.20) (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 2) (MGAT2) (hMGAT2) (Diacylglycerol O-acyltransferase candidate 5) (hDC5) (Diacylglycerol acyltransferase 2-like protein 5) (Monoacylglycerol O-acyltransferase 2)	MOGAT2 DC5 DGAT2L5	334	MOGT2_HUMAN
DGAT2	Q96PD7	reviewed	Diacylglycerol O-acyltransferase 2 (EC 2.3.1.20) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase 2)	DGAT2 HMFN1045 UNQ738/PRO1433	388	DGAT2_HUMAN
UVRAG	Q9P2Y5	reviewed	UV radiation resistance-associated gene protein (p63)	UVRAG	699	UVRAG_HUMAN
WNT11	O96014	reviewed	Protein Wnt-11	WNT11	354	WNT11_HUMAN
GVQW3	Q3ZCU0	reviewed	Protein GVQW3 (GVQW motif-containing protein 3)	GVQW3	254	GVQW3_HUMAN
EMSY	Q7Z589	reviewed	BRCA2-interacting transcriptional repressor EMSY	EMSY C11orf30 GL002	1322	EMSY_HUMAN
LRRC32	Q14392	reviewed	Transforming growth factor beta activator LRRC32 (Garpin) (Glycoprotein A repetitions predominant) (GARP) (Leucine-rich repeat-containing protein 32)	LRRC32 D11S833E	662	LRC32_HUMAN
TSKU	Q8WUA8	reviewed	Tsukushi (E2-induced gene 4 protein) (Leucine-rich repeat-containing protein 54)	TSKU E2IG4 LRRC54 TSK UNQ850/PRO1788	353	TSK_HUMAN
B3GNT6	O43505	reviewed	Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)	B4GAT1 B3GNT1 B3GNT6	415	B4GA1_HUMAN
B3GNT6	Q6ZMB0	reviewed	Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.147) (Core 3 synthase) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6) (BGnT-6) (Beta-1,3-Gn-T6) (Beta-1,3-N-acetylglucosaminyltransferase 6) (Beta3Gn-T6)	B3GNT6	384	B3GN6_HUMAN
CAPN5	O15484	reviewed	Calpain-5 (EC 3.4.22.-) (Calpain htra-3) (New calpain 3) (nCL-3)	CAPN5 NCL3	640	CAN5_HUMAN
OMP	P47874	reviewed	Olfactory marker protein (Olfactory neuronal-specific protein)	OMP	163	OMP_HUMAN
MYO7A	Q13402	reviewed	Unconventional myosin-VIIa	MYO7A USH1B	2215	MYO7A_HUMAN
GDPD4	Q6W3E5	reviewed	Glycerophosphodiester phosphodiesterase domain-containing protein 4 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 6) (UgpQ)	GDPD4 GDE6 UGPQ	623	GDPD4_HUMAN
PAK1	Q13153	reviewed	Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK)	PAK1	545	PAK1_HUMAN
PAK1	Q16512	reviewed	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	PKN1 PAK1 PKN PRK1 PRKCL1	942	PKN1_HUMAN
AQP11	Q8NBQ7	reviewed	Aquaporin-11 (AQP-11)	AQP11 AQPX1 PSEC0027	271	AQP11_HUMAN
CLNS1A	P54105	reviewed	Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln)) (Chloride ion current inducer protein) (ClCI) (Reticulocyte pICln)	CLNS1A CLCI ICLN	237	ICLN_HUMAN
RSF1	Q96T23	reviewed	Remodeling and spacing factor 1 (Rsf-1) (HBV pX-associated protein 8) (Hepatitis B virus X-associated protein) (p325 subunit of RSF chromatin-remodeling complex)	RSF1 HBXAP XAP8	1441	RSF1_HUMAN
AAMDC	Q9H7C9	reviewed	Mth938 domain-containing protein (Adipogenesis associated Mth938 domain-containing protein)	AAMDC C11orf67 PTD015	122	AAMDC_HUMAN
INTS4	Q96HW7	reviewed	Integrator complex subunit 4 (Int4)	INTS4 MSTP093	963	INT4_HUMAN
