Species	Symbol	Ensembl	Family	Protein	Entrez_ID	Uniprot	Entry
Homo_sapiens	HOXA4	ENSG00000197576	Homeobox	ENSP00000479166.1;ENSP00000448015.1;ENSP00000408845.2;ENSP00000353151.5;	3201	Q00056	HXA4_HUMAN
Homo_sapiens	THAP3	ENSG00000041988	THAP	ENSP00000464954.1;ENSP00000366854.3;ENSP00000473646.1;ENSP00000054650.4;ENSP00000311537.6;	90326	Q8WTV1	THAP3_HUMAN
Homo_sapiens	FOXA2	ENSG00000125798	Fork_head	ENSP00000366319.4;ENSP00000400341.3;	3170	Q9Y261	FOXA2_HUMAN
Homo_sapiens	ZFP82	ENSG00000181007	zf-C2H2	ENSP00000431265.1;	284406	Q8N141	ZFP82_HUMAN
Homo_sapiens	SOX21	ENSG00000125285	HMG	ENSP00000366144.2;	11166	Q9Y651	SOX21_HUMAN
Homo_sapiens	NR2C2	ENSG00000177463	RXR-like	ENSP00000388387.1;ENSP00000384463.2;ENSP00000483059.1;ENSP00000412473.1;ENSP00000413438.1;ENSP00000320447.6;ENSP00000376814.3;ENSP00000401807.1;	7182	P49116	NR2C2_HUMAN
Homo_sapiens	ZNF286A	ENSG00000187607	zf-C2H2	ENSP00000464218.1;ENSP00000397163.1;ENSP00000466154.1;ENSP00000464063.1;	NA	Q9HBT8	Z286A_HUMAN
Homo_sapiens	HMX2	ENSG00000188816	Homeobox	ENSP00000341108.3;	3167	A2RU54	HMX2_HUMAN
Homo_sapiens	ZNF155	ENSG00000204920	zf-C2H2	ENSP00000481677.1;ENSP00000465691.1;ENSP00000270014.1;ENSP00000385163.2;	7711	Q12901	ZN155_HUMAN
Homo_sapiens	ZNF138	ENSG00000197008	zf-C2H2	ENSP00000399528.1;ENSP00000303533.7;ENSP00000407262.2;	NA	P52744	ZN138_HUMAN
Homo_sapiens	LMX1B	ENSG00000136944	Homeobox	ENSP00000436930.1;ENSP00000347684.5;ENSP00000362573.3;	4010	O60663	LMX1B_HUMAN
Homo_sapiens	MLXIP	ENSG00000175727	bHLH	ENSP00000312834.6;ENSP00000440769.1;ENSP00000445891.1;ENSP00000444507.1;	22877	Q9HAP2	MLXIP_HUMAN
Homo_sapiens	RFX7	ENSG00000181827	RFX	ENSP00000453611.4;ENSP00000453281.3;ENSP00000501278.1;ENSP00000501248.1;ENSP00000453376.2;ENSP00000501249.1;	64864	Q2KHR2	RFX7_HUMAN
Homo_sapiens	ZNF224	ENSG00000267680	zf-C2H2	ENSP00000509045.1;ENSP00000337368.5;ENSP00000508532.1;	7767	Q9NZL3	ZN224_HUMAN
Homo_sapiens	ZNF586	ENSG00000083828	zf-C2H2	ENSP00000379458.1;ENSP00000375583.3;	54807	Q9NXT0	ZN586_HUMAN
Homo_sapiens	ZNF366	ENSG00000178175	zf-C2H2	ENSP00000313158.5;	NA	Q8N895	ZN366_HUMAN
Homo_sapiens	HIC1	ENSG00000177374	ZBTB	ENSP00000382742.2;ENSP00000382742.2;ENSP00000314080.3;ENSP00000314080.3;ENSP00000477858.1;ENSP00000467045.1;ENSP00000460268.1;	3090	Q14526	HIC1_HUMAN
Homo_sapiens	CREB3L3	ENSG00000060566	TF_bZIP	ENSP00000472399.1;ENSP00000078445.1;ENSP00000469355.1;	84699	Q68CJ9	CR3L3_HUMAN
Homo_sapiens	ZNF551	ENSG00000204519	zf-C2H2	ENSP00000472674.1;ENSP00000282296.5;	90233	Q7Z340	ZN551_HUMAN
Homo_sapiens	TFAP2B	ENSG00000008196	AP-2	ENSP00000377265.2;	7021	Q92481	AP2B_HUMAN
Homo_sapiens	FOXN1	ENSG00000109101	Fork_head	ENSP00000464645.1;ENSP00000226247.2;	8456	O15353	FOXN1_HUMAN
Homo_sapiens	GSC2	ENSG00000063515	Homeobox	ENSP00000086933.2;	2928	O15499	GSC2_HUMAN
Homo_sapiens	CUX1	ENSG00000257923	CUT	ENSP00000447373.2;ENSP00000450125.3;ENSP00000292535.7;ENSP00000353401.3;ENSP00000496653.1;ENSP00000494610.1;ENSP00000451558.1;ENSP00000446630.2;	1523	P39880	CUX1_HUMAN
Homo_sapiens	CUX1	ENSG00000257923	CUT	ENSP00000447373.2;ENSP00000450125.3;ENSP00000292535.7;ENSP00000353401.3;ENSP00000496653.1;ENSP00000494610.1;ENSP00000451558.1;ENSP00000446630.2;	1523	Q13948	CASP_HUMAN
Homo_sapiens	SOX8	ENSG00000005513	HMG	ENSP00000293894.3;	NA	P57073	SOX8_HUMAN
Homo_sapiens	SSRP1	ENSG00000149136	HMG	ENSP00000489564.1;ENSP00000278412.2;	6749	Q08945	SSRP1_HUMAN
Homo_sapiens	ZNF213	ENSG00000085644	zf-C2H2	ENSP00000459177.1;ENSP00000460157.1;ENSP00000380087.3;ENSP00000459293.1;ENSP00000403892.3;	7760	O14771	ZN213_HUMAN
Homo_sapiens	NR6A1	ENSG00000148200	GCNF-like	ENSP00000413701.2;ENSP00000420587.1;ENSP00000362686.3;ENSP00000341135.4;ENSP00000420267.1;	2649	Q15406	NR6A1_HUMAN
Homo_sapiens	NOTO	ENSG00000214513	Homeobox	ENSP00000381486.3;	344022	A8MTQ0	NOTO_HUMAN
Homo_sapiens	ZNF780B	ENSG00000128000	zf-C2H2	ENSP00000221355.6;ENSP00000391641.1;	163131	Q9Y6R6	Z780B_HUMAN
Homo_sapiens	SP100	ENSG00000067066	SAND	ENSP00000343023.4;ENSP00000386427.1;ENSP00000393679.1;ENSP00000264052.5;	6672	P23497	SP100_HUMAN
Homo_sapiens	THAP2	ENSG00000173451	THAP	ENSP00000310796.2;	83591	Q9H0W7	THAP2_HUMAN
Homo_sapiens	ZNF343	ENSG00000088876	zf-C2H2	ENSP00000483851.1;ENSP00000482819.1;ENSP00000278772.4;	79175	Q6P1L6	ZN343_HUMAN
Homo_sapiens	ZIC1	ENSG00000152977	zf-C2H2	ENSP00000282928.4;ENSP00000419664.1;	7545	Q15915	ZIC1_HUMAN
Homo_sapiens	ETV6	ENSG00000139083	ETS	ENSP00000266427.3;ENSP00000379658.3;	2120	P41212	ETV6_HUMAN
Homo_sapiens	ID4	ENSG00000172201	bHLH	ENSP00000367972.3;	NA	P47928	ID4_HUMAN
Homo_sapiens	ZNF70	ENSG00000187792	zf-C2H2	ENSP00000339314.3;	NA	Q9UC06	ZNF70_HUMAN
Homo_sapiens	NA	ENSG00000283201	zf-C2H2	ENSP00000478939.2;	440519	NA	NA
Homo_sapiens	ZNF525	ENSG00000203326	zf-C2H2	ENSP00000417696.1;ENSP00000419136.1;	170958	Q8N782	ZN525_HUMAN
Homo_sapiens	MNX1	ENSG00000130675	Homeobox	ENSP00000401158.1;ENSP00000252971.5;ENSP00000438552.1;	3110	P50219	MNX1_HUMAN
Homo_sapiens	SOHLH1	ENSG00000165643	bHLH	ENSP00000404438.1;ENSP00000298466.5;	402381	Q5JUK2	SOLH1_HUMAN
Homo_sapiens	ZNF723	ENSG00000268696	zf-C2H2	ENSP00000494306.1;	646864	P0DPD5	ZN723_HUMAN
Homo_sapiens	UBP1	ENSG00000153560	CP2	ENSP00000283629.3;ENSP00000395558.2;ENSP00000401614.1;ENSP00000283628.5;	7342	Q9NZI7	UBIP1_HUMAN
Homo_sapiens	PRDM12	ENSG00000130711	zf-C2H2	ENSP00000502471.1;ENSP00000253008.2;	59335	Q9H4Q4	PRD12_HUMAN
Homo_sapiens	ZBTB38	ENSG00000177311	ZBTB	ENSP00000490370.1;ENSP00000490370.1;ENSP00000424254.1;ENSP00000424254.1;ENSP00000426387.1;ENSP00000426387.1;ENSP00000422894.1;ENSP00000406955.2;ENSP00000422347.1;ENSP00000421037.1;ENSP00000490041.1;ENSP00000425705.1;ENSP00000372635.5;ENSP00000426288.1;ENSP00000422757.1;	253461	Q8NAP3	ZBT38_HUMAN
Homo_sapiens	ZNF76	ENSG00000065029	zf-C2H2	ENSP00000419106.1;ENSP00000363064.3;ENSP00000344097.5;	7629	P36508	ZNF76_HUMAN
Homo_sapiens	ZNF277	ENSG00000198839	zf-C2H2	ENSP00000390359.1;ENSP00000354501.3;ENSP00000402292.1;	11179	Q9NRM2	ZN277_HUMAN
Homo_sapiens	CDC5L	ENSG00000096401	MYB	ENSP00000360532.3;	NA	Q99459	CDC5L_HUMAN
Homo_sapiens	NFIL3	ENSG00000165030	TF_bZIP	ENSP00000297689.2;	4783	Q16649	NFIL3_HUMAN
Homo_sapiens	ZNF25	ENSG00000175395	zf-C2H2	ENSP00000302222.7;	219749	P17030	ZNF25_HUMAN
Homo_sapiens	ZNF771	ENSG00000179965	zf-C2H2	ENSP00000323945.5;ENSP00000416197.1;	51333	Q7L3S4	ZN771_HUMAN
Homo_sapiens	ZMIZ1	ENSG00000108175	zf-MIZ	ENSP00000334474.5;	57178	Q9ULJ6	ZMIZ1_HUMAN
Homo_sapiens	HNF4A	ENSG00000101076	RXR-like	ENSP00000507389.1;ENSP00000507555.1;ENSP00000412111.1;ENSP00000476609.1;ENSP00000410911.2;ENSP00000476310.1;ENSP00000396216.1;ENSP00000312987.3;ENSP00000481331.2;ENSP00000315180.4;ENSP00000507189.1;	3172	P41235	HNF4A_HUMAN
Homo_sapiens	SIX4	ENSG00000100625	Homeobox	ENSP00000216513.4;ENSP00000450761.3;	NA	Q9UIU6	SIX4_HUMAN
Homo_sapiens	ZNF354B	ENSG00000178338	zf-C2H2	ENSP00000327143.3;	117608	Q96LW1	Z354B_HUMAN
Homo_sapiens	ZNF564	ENSG00000249709	zf-C2H2	ENSP00000340004.6;	163050	Q8TBZ8	ZN564_HUMAN
Homo_sapiens	ZSCAN1	ENSG00000152467	zf-C2H2	ENSP00000282326.1;	284312	Q8NBB4	ZSCA1_HUMAN
Homo_sapiens	ZBTB4	ENSG00000174282	ZBTB	ENSP00000369973.4;ENSP00000369973.4;ENSP00000307858.4;ENSP00000307858.4;	57659	Q9P1Z0	ZBTB4_HUMAN
Homo_sapiens	TBX19	ENSG00000143178	T-box	ENSP00000397540.1;ENSP00000356795.3;	9095	O60806	TBX19_HUMAN
Homo_sapiens	HOXD9	ENSG00000128709	Homeobox	ENSP00000249499.6;	3235	P28356	HXD9_HUMAN
Homo_sapiens	TCF7L2	ENSG00000148737	HMG	ENSP00000486891.1;ENSP00000358393.2;ENSP00000277945.7;ENSP00000347949.4;ENSP00000446238.2;ENSP00000444972.2;ENSP00000344823.5;ENSP00000358404.4;ENSP00000358402.2;ENSP00000446172.1;ENSP00000440547.2;ENSP00000443626.2;ENSP00000348274.4;ENSP00000490260.1;ENSP00000435694.1;ENSP00000443883.2;ENSP00000487507.1;	6934	Q9NQB0	TF7L2_HUMAN
Homo_sapiens	ZNF165	ENSG00000197279	zf-C2H2	ENSP00000507525.1;ENSP00000366542.1;	7718	P49910	ZN165_HUMAN
Homo_sapiens	ZNF485	ENSG00000198298	zf-C2H2	ENSP00000363558.3;ENSP00000354694.3;	220992	Q8NCK3	ZN485_HUMAN
Homo_sapiens	NFKB1	ENSG00000109320	RHD	ENSP00000426147.1;ENSP00000423877.1;ENSP00000424815.1;ENSP00000420904.1;ENSP00000469340.1;ENSP00000424790.1;ENSP00000378297.4;ENSP00000498904.1;ENSP00000499031.1;ENSP00000226574.4;	4790	P19838	NFKB1_HUMAN
Homo_sapiens	AIRE	ENSG00000160224	SAND	ENSP00000291582.5;	326	O43918	AIRE_HUMAN
Homo_sapiens	ATMIN	ENSG00000166454	zf-C2H2	ENSP00000464427.1;	23300	O43313	ATMIN_HUMAN
Homo_sapiens	HMGXB3	ENSG00000113716	HMG	ENSP00000421917.1;ENSP00000479027.1;ENSP00000422231.1;	22993	Q12766	HMGX3_HUMAN
Homo_sapiens	ZNF19	ENSG00000157429	zf-C2H2	ENSP00000458105.1;ENSP00000454864.1;ENSP00000288177.5;ENSP00000462810.1;	7567	P17023	ZNF19_HUMAN
Homo_sapiens	SALL3	ENSG00000256463	zf-C2H2	ENSP00000439975.3;ENSP00000461451.1;ENSP00000458360.2;ENSP00000441823.2;	NA	Q9BXA9	SALL3_HUMAN
Homo_sapiens	HOPX	ENSG00000171476	Homeobox	ENSP00000450527.1;ENSP00000396275.1;ENSP00000452098.1;ENSP00000452003.1;ENSP00000452340.1;ENSP00000337330.7;ENSP00000424101.2;ENSP00000370659.2;ENSP00000315198.7;ENSP00000422175.2;ENSP00000370654.3;ENSP00000451794.1;	84525	Q9BPY8	HOP_HUMAN
Homo_sapiens	ZNF157	ENSG00000147117	zf-C2H2	ENSP00000366273.4;	7712	P51786	ZN157_HUMAN
Homo_sapiens	ZNF263	ENSG00000006194	zf-C2H2	ENSP00000444497.1;ENSP00000461755.1;ENSP00000219069.5;ENSP00000461146.1;	NA	O14978	ZN263_HUMAN
Homo_sapiens	ETV3L	ENSG00000253831	ETS	ENSP00000500322.1;ENSP00000500028.1;ENSP00000430271.1;ENSP00000500154.1;	440695	Q6ZN32	ETV3L_HUMAN
Homo_sapiens	PRDM5	ENSG00000138738	zf-C2H2	ENSP00000264808.3;ENSP00000424861.1;ENSP00000404832.2;ENSP00000422309.1;	NA	Q9NQX1	PRDM5_HUMAN
Homo_sapiens	HHEX	ENSG00000152804	Homeobox	ENSP00000450017.1;ENSP00000282728.5;ENSP00000447953.1;	NA	Q03014	HHEX_HUMAN
Homo_sapiens	ZNF680	ENSG00000173041	zf-C2H2	ENSP00000309330.6;	340252	Q8NEM1	ZN680_HUMAN
Homo_sapiens	DLX6	ENSG00000006377	Homeobox	ENSP00000451635.1;ENSP00000428480.2;	1750	P56179	DLX6_HUMAN
Homo_sapiens	BARHL2	ENSG00000143032	Homeobox	ENSP00000359474.3;	NA	Q9NY43	BARH2_HUMAN
Homo_sapiens	ZNF33B	ENSG00000196693	zf-C2H2	ENSP00000352444.2;ENSP00000481265.1;	7582	Q06732	ZN33B_HUMAN
Homo_sapiens	ZNF793	ENSG00000188227	zf-C2H2	ENSP00000396402.1;ENSP00000468605.1;ENSP00000487183.2;	390927	Q6ZN11	ZN793_HUMAN
Homo_sapiens	RFX8	ENSG00000196460	RFX	ENSP00000494216.1;ENSP00000494249.1;ENSP00000422968.1;ENSP00000424661.1;	731220	Q6ZV50	RFX8_HUMAN
Homo_sapiens	ZNF433	ENSG00000197647	zf-C2H2	ENSP00000448806.2;ENSP00000448233.2;ENSP00000339767.6;ENSP00000448099.2;ENSP00000393416.2;ENSP00000447951.2;ENSP00000414857.3;ENSP00000447205.2;	163059	Q8N7K0	ZN433_HUMAN
Homo_sapiens	ZNF764	ENSG00000169951	zf-C2H2	ENSP00000252797.2;ENSP00000378526.2;	92595	Q96H86	ZN764_HUMAN
Homo_sapiens	HSF1	ENSG00000185122	HSF	ENSP00000436616.1;ENSP00000383590.5;ENSP00000431512.1;	3297	Q00613	HSF1_HUMAN
Homo_sapiens	ZBTB40	ENSG00000184677	ZBTB	ENSP00000384527.1;ENSP00000384527.1;ENSP00000364798.4;ENSP00000364798.4;ENSP00000363782.4;ENSP00000496988.1;ENSP00000383098.2;	9923	Q9NUA8	ZBT40_HUMAN
Homo_sapiens	TCF7	ENSG00000081059	HMG	ENSP00000429547.1;ENSP00000378472.1;ENSP00000340347.5;ENSP00000367822.4;ENSP00000378469.1;ENSP00000429935.1;ENSP00000429178.1;ENSP00000427968.1;ENSP00000430179.1;	6932	P36402	TCF7_HUMAN
Homo_sapiens	ZNF132	ENSG00000131849	zf-C2H2	ENSP00000254166.2;	7691	P52740	ZN132_HUMAN
Homo_sapiens	KLF8	ENSG00000102349	zf-C2H2	ENSP00000417303.1;	11279	O95600	KLF8_HUMAN
Homo_sapiens	FOXI3	ENSG00000214336	Fork_head	ENSP00000478384.2;	344167	A8MTJ6	FOXI3_HUMAN
Homo_sapiens	NEUROG3	ENSG00000122859	bHLH	ENSP00000242462.4;	50674	Q9Y4Z2	NGN3_HUMAN
Homo_sapiens	DACH1	ENSG00000276644	DACH	ENSP00000482493.1;ENSP00000482797.1;ENSP00000481551.1;ENSP00000482245.1;	1602	Q9UI36	DACH1_HUMAN
Homo_sapiens	FOXO3B	ENSG00000240445	Fork_head	ENSP00000499455.1;	NA	A0A2Z4LIS9	FXO3B_HUMAN
Homo_sapiens	ZHX1	ENSG00000165156	Homeobox	ENSP00000428821.1;ENSP00000378938.2;ENSP00000297857.2;	11244	Q9UKY1	ZHX1_HUMAN
Homo_sapiens	THAP5	ENSG00000177683	THAP	ENSP00000415841.1;ENSP00000322440.5;ENSP00000400500.2;	168451	Q7Z6K1	THAP5_HUMAN
Homo_sapiens	ETV7	ENSG00000010030	ETS	ENSP00000342260.5;ENSP00000484485.1;ENSP00000362842.4;ENSP00000362843.1;ENSP00000341843.4;ENSP00000440592.1;ENSP00000486712.1;ENSP00000481885.1;	51513	Q9Y603	ETV7_HUMAN
Homo_sapiens	ZNF836	ENSG00000196267	zf-C2H2	ENSP00000470239.1;ENSP00000507838.1;	162962	Q6ZNA1	ZN836_HUMAN
Homo_sapiens	NCOR1	ENSG00000141027	MYB	ENSP00000268712.2;ENSP00000379189.1;ENSP00000379192.1;	9611	O75376	NCOR1_HUMAN
Homo_sapiens	KLF16	ENSG00000129911	zf-C2H2	ENSP00000483701.1;ENSP00000250916.3;ENSP00000439973.1;ENSP00000480570.1;	83855	Q9BXK1	KLF16_HUMAN
Homo_sapiens	RFX1	ENSG00000132005	RFX	ENSP00000254325.3;	5989	P22670	RFX1_HUMAN
Homo_sapiens	KMT2C	ENSG00000055609	HMG	ENSP00000506154.1;ENSP00000507485.1;ENSP00000262189.6;ENSP00000505058.1;ENSP00000353218.4;ENSP00000508052.1;ENSP00000507142.1;ENSP00000507665.1;ENSP00000505951.1;	58508	Q8NEZ4	KMT2C_HUMAN
Homo_sapiens	ZNF768	ENSG00000169957	zf-C2H2	ENSP00000456527.1;ENSP00000369777.5;	79724	Q9H5H4	ZN768_HUMAN
Homo_sapiens	ZNF254	ENSG00000213096	zf-C2H2	ENSP00000484930.1;ENSP00000482703.1;ENSP00000483222.1;ENSP00000349494.3;	9534	O75437	ZN254_HUMAN
Homo_sapiens	ZBTB1	ENSG00000126804	ZBTB	ENSP00000451000.1;ENSP00000451000.1;ENSP00000451584.1;ENSP00000506911.1;	22890	Q9Y2K1	ZBTB1_HUMAN
Homo_sapiens	ARNTL	ENSG00000133794	bHLH	ENSP00000433571.2;ENSP00000384517.1;ENSP00000385915.2;ENSP00000385581.4;ENSP00000501212.1;ENSP00000385897.3;ENSP00000431488.1;ENSP00000374357.4;	406	O00327	BMAL1_HUMAN
Homo_sapiens	GATA6	ENSG00000141448	zf-GATA	ENSP00000462313.1;ENSP00000269216.3;	2627	Q92908	GATA6_HUMAN
Homo_sapiens	IRF5	ENSG00000128604	IRF	ENSP00000483292.1;ENSP00000419950.1;ENSP00000385352.2;ENSP00000420274.1;ENSP00000249375.4;ENSP00000417454.1;ENSP00000418037.2;ENSP00000419056.1;ENSP00000349770.5;ENSP00000418534.1;ENSP00000419149.1;ENSP00000480058.1;ENSP00000498293.1;ENSP00000417770.1;	3663	Q13568	IRF5_HUMAN
Homo_sapiens	ZNF791	ENSG00000173875	zf-C2H2	ENSP00000342974.4;ENSP00000471179.1;	163049	Q3KP31	ZN791_HUMAN
Homo_sapiens	RFX4	ENSG00000111783	RFX	ENSP00000376585.1;ENSP00000444163.1;ENSP00000447735.1;ENSP00000350552.4;ENSP00000447423.1;ENSP00000448694.1;	5992	Q33E94	RFX4_HUMAN
Homo_sapiens	POU4F3	ENSG00000091010	Pou	ENSP00000495718.1;	5459	Q15319	PO4F3_HUMAN
Homo_sapiens	HBP1	ENSG00000105856	HMG	ENSP00000222574.4;ENSP00000418738.1;ENSP00000419143.1;ENSP00000475809.1;ENSP00000420500.1;	26959	O60381	HBP1_HUMAN
Homo_sapiens	TWIST2	ENSG00000233608	bHLH	ENSP00000482581.1;ENSP00000405176.2;	117581	Q8WVJ9	TWST2_HUMAN
Homo_sapiens	ZNF688	ENSG00000229809	zf-C2H2	ENSP00000455227.2;ENSP00000223459.6;	146542	P0C7X2	ZN688_HUMAN
Homo_sapiens	ZNF510	ENSG00000081386	zf-C2H2	ENSP00000364379.1;ENSP00000223428.4;	22869	Q9Y2H8	ZN510_HUMAN
Homo_sapiens	ZFP69	ENSG00000187815	zf-C2H2	ENSP00000361791.1;ENSP00000361790.3;	339559	Q49AA0	ZFP69_HUMAN
Homo_sapiens	AEBP2	ENSG00000139154	zf-C2H2	ENSP00000444255.1;ENSP00000266508.9;ENSP00000354267.4;ENSP00000501182.1;ENSP00000437983.1;ENSP00000501298.1;ENSP00000381840.3;	121536	Q6ZN18	AEBP2_HUMAN
Homo_sapiens	SPDEF	ENSG00000124664	ETS	ENSP00000363149.3;ENSP00000442715.1;	25803	O95238	SPDEF_HUMAN
Homo_sapiens	ZNF675	ENSG00000197372	zf-C2H2	ENSP00000352836.3;	171392	Q8TD23	ZN675_HUMAN
Homo_sapiens	ZNF837	ENSG00000152475	zf-C2H2	ENSP00000405699.1;ENSP00000471478.1;	116412	Q96EG3	ZN837_HUMAN
Homo_sapiens	SOX11	ENSG00000176887	HMG	ENSP00000322568.3;	6664	P35716	SOX11_HUMAN
Homo_sapiens	ZNF611	ENSG00000213020	zf-C2H2	ENSP00000322427.1;ENSP00000498713.1;ENSP00000469376.1;ENSP00000472648.1;ENSP00000437616.1;ENSP00000439211.1;ENSP00000443505.1;	81856	Q8N823	ZN611_HUMAN
Homo_sapiens	ZNF470	ENSG00000197016	zf-C2H2	ENSP00000333223.7;ENSP00000375590.3;	388566	Q6ECI4	ZN470_HUMAN
Homo_sapiens	RORA	ENSG00000069667	THR-like	ENSP00000453322.1;ENSP00000402971.2;ENSP00000335087.6;ENSP00000261523.5;ENSP00000309753.3;	6095	P35398	RORA_HUMAN
Homo_sapiens	MBD1	ENSG00000141644	MBD	ENSP00000269468.5;ENSP00000465923.1;ENSP00000269471.5;ENSP00000381502.1;ENSP00000468430.1;ENSP00000372407.5;ENSP00000467017.1;ENSP00000381508.2;ENSP00000467763.1;ENSP00000464823.1;ENSP00000405268.2;ENSP00000468785.1;ENSP00000339546.5;ENSP00000269469.5;ENSP00000285102.5;ENSP00000381506.1;ENSP00000468042.1;ENSP00000466092.1;	4152	Q9UIS9	MBD1_HUMAN
Homo_sapiens	NEUROD4	ENSG00000123307	bHLH	ENSP00000242994.3;	NA	Q9HD90	NDF4_HUMAN
Homo_sapiens	ZNF391	ENSG00000124613	zf-C2H2	ENSP00000244576.4;ENSP00000419498.1;	346157	Q9UJN7	ZN391_HUMAN
Homo_sapiens	MBD3	ENSG00000071655	MBD	ENSP00000156825.2;ENSP00000412302.2;	53615	O95983	MBD3_HUMAN
Homo_sapiens	GCM2	ENSG00000124827	GCM	ENSP00000368805.4;	9247	O75603	GCM2_HUMAN
Homo_sapiens	FOXD4L5	ENSG00000204779	Fork_head	ENSP00000366637.1;	653427	Q5VV16	FX4L5_HUMAN
Homo_sapiens	ZFP37	ENSG00000136866	zf-C2H2	ENSP00000363344.3;ENSP00000452552.1;ENSP00000451310.1;	7539	Q9Y6Q3	ZFP37_HUMAN
Homo_sapiens	ZNF267	ENSG00000185947	zf-C2H2	ENSP00000300870.10;	10308	Q14586	ZN267_HUMAN
Homo_sapiens	BARHL1	ENSG00000125492	Homeobox	ENSP00000444704.1;ENSP00000263610.2;	NA	Q9BZE3	BARH1_HUMAN
Homo_sapiens	SHOX	ENSG00000185960	Homeobox	ENSP00000370990.1;ENSP00000370987.1;ENSP00000508521.1;ENSP00000335505.3;	6473	O15266	SHOX_HUMAN
Homo_sapiens	NPAS3	ENSG00000151322	bHLH	ENSP00000447213.2;ENSP00000506064.1;	64067	Q8IXF0	NPAS3_HUMAN
Homo_sapiens	ZNF860	ENSG00000197385	zf-C2H2	ENSP00000373274.3;	344787	A6NHJ4	ZN860_HUMAN
Homo_sapiens	YY2	ENSG00000230797	zf-C2H2	ENSP00000389381.2;	404281	O15391	TYY2_HUMAN
Homo_sapiens	NEUROD6	ENSG00000164600	bHLH	ENSP00000297142.3;	NA	Q96NK8	NDF6_HUMAN
Homo_sapiens	CREB3L4	ENSG00000143578	TF_bZIP	ENSP00000357596.3;ENSP00000271889.4;ENSP00000357589.3;ENSP00000357592.1;ENSP00000391847.1;	148327	Q8TEY5	CR3L4_HUMAN
Homo_sapiens	ZNF35	ENSG00000169981	zf-C2H2	ENSP00000379368.2;	NA	P13682	ZNF35_HUMAN
Homo_sapiens	MYRFL	ENSG00000166268	NDT80_PhoG	ENSP00000449598.2;ENSP00000448753.2;	196446	Q96LU7	MRFL_HUMAN
Homo_sapiens	FOXP1	ENSG00000114861	Fork_head	ENSP00000497563.1;ENSP00000496932.1;ENSP00000417857.1;ENSP00000497435.1;ENSP00000497344.1;ENSP00000482847.2;ENSP00000498110.1;ENSP00000418102.1;ENSP00000497430.2;ENSP00000497077.3;ENSP00000497567.1;ENSP00000418883.2;ENSP00000497369.1;ENSP00000497693.2;ENSP00000497454.2;ENSP00000497096.1;ENSP00000496968.1;ENSP00000496990.1;ENSP00000418524.1;ENSP00000333560.4;ENSP00000318902.5;ENSP00000496810.1;ENSP00000420736.3;ENSP00000496841.3;ENSP00000497237.1;ENSP00000418225.3;ENSP00000419393.2;	27086	Q9H334	FOXP1_HUMAN
Homo_sapiens	SRF	ENSG00000112658	SRF	ENSP00000265354.4;	6722	P11831	SRF_HUMAN
Homo_sapiens	CEBPA	ENSG00000245848	TF_bZIP	ENSP00000427514.1;	1050	P49715	CEBPA_HUMAN
Homo_sapiens	DLX1	ENSG00000144355	Homeobox	ENSP00000448827.1;ENSP00000354865.4;ENSP00000354478.4;	1745	P56177	DLX1_HUMAN
Homo_sapiens	NR0B2	ENSG00000131910	Miscellaneous	ENSP00000254227.3;	8431	Q15466	NR0B2_HUMAN
Homo_sapiens	PRRX1	ENSG00000116132	Homeobox	ENSP00000450762.1;ENSP00000356734.3;ENSP00000239461.6;	5396	P54821	PRRX1_HUMAN
Homo_sapiens	TFCP2	ENSG00000135457	CP2	ENSP00000257915.5;ENSP00000449280.1;ENSP00000449742.1;ENSP00000447991.1;	7024	Q12800	TFCP2_HUMAN
Homo_sapiens	ZBED4	ENSG00000100426	zf-BED	ENSP00000216268.4;	NA	O75132	ZBED4_HUMAN
Homo_sapiens	CREB5	ENSG00000146592	TF_bZIP	ENSP00000379593.2;ENSP00000379594.2;ENSP00000350359.2;ENSP00000387197.1;ENSP00000379592.2;	9586	Q02930	CREB5_HUMAN
Homo_sapiens	SNAI3	ENSG00000185669	zf-C2H2	ENSP00000327968.5;	333929	Q3KNW1	SNAI3_HUMAN
Homo_sapiens	HES7	ENSG00000179111	bHLH	ENSP00000462491.1;ENSP00000314774.4;ENSP00000446205.2;	84667	Q9BYE0	HES7_HUMAN
Homo_sapiens	NA	ENSG00000269693	zf-C2H2	ENSP00000473043.1;	NA	NA	NA
Homo_sapiens	FOXA1	ENSG00000129514	Fork_head	ENSP00000250448.3;	3169	P55317	FOXA1_HUMAN
Homo_sapiens	THAP11	ENSG00000168286	THAP	ENSP00000304689.1;	57215	Q96EK4	THA11_HUMAN
Homo_sapiens	LHX3	ENSG00000107187	Homeobox	ENSP00000483080.1;ENSP00000360811.3;ENSP00000360813.4;	8022	Q9UBR4	LHX3_HUMAN
Homo_sapiens	TERB1	ENSG00000249961	MYB	ENSP00000463762.1;ENSP00000462883.1;	283847	Q8NA31	TERB1_HUMAN
Homo_sapiens	ZNF721	ENSG00000182903	zf-C2H2	ENSP00000428878.1;ENSP00000340524.5;	170960	Q8TF20	ZN721_HUMAN
Homo_sapiens	ZNF362	ENSG00000160094	zf-C2H2	ENSP00000446335.1;ENSP00000362527.5;	149076	Q5T0B9	ZN362_HUMAN
